freq_khz,importance
628.7625418060201,1.1109723433526534e-07
635.4515050167224,6.634243695686208e-07
642.1404682274248,2.580594109400239e-07
648.829431438127,2.475830308004858e-07
655.5183946488295,5.43920120634619e-07
662.2073578595317,5.054309306338925e-07
668.8963210702341,1.1749498785404086e-06
675.5852842809364,2.2255077044614443e-07
682.2742474916388,1.2442455630059368e-07
688.9632107023411,1.1883174645615852e-07
695.6521739130435,1.2179059227722847e-07
702.3411371237459,1.5985603376116224e-07
709.0301003344482,5.870463957672215e-07
715.7190635451504,9.503823439409676e-07
722.4080267558528,2.7234913913460825e-06
729.0969899665552,6.1688443415847e-07
735.7859531772575,2.6263574191785044e-07
742.4749163879599,7.17557296994215e-07
749.1638795986622,4.515286735956685e-07
755.8528428093646,2.3492924875200345e-07
762.5418060200668,5.736719921996908e-07
769.2307692307693,3.4553484215583435e-07
775.9197324414715,3.889380716023889e-07
782.608695652174,3.5954533838223764e-07
789.2976588628762,5.040558637177442e-07
795.9866220735787,1.971196861057677e-07
802.6755852842809,8.456663664838077e-07
809.3645484949832,5.445903040704175e-07
816.0535117056857,5.833207316990005e-07
822.7424749163879,6.54987980683573e-07
829.4314381270904,4.8451773960320055e-06
836.1204013377926,3.2826886297616943e-07
842.8093645484951,2.2605575739606656e-07
849.4983277591973,1.9031717416791948e-07
856.1872909698997,8.195335584864145e-07
862.876254180602,2.6655526889991667e-07
869.5652173913044,1.2347115840430787e-06
876.2541806020067,4.727428003819228e-07
882.943143812709,1.6350221482808277e-05
889.6321070234113,3.846415583506308e-06
896.3210702341137,6.948393271145987e-07
903.010033444816,3.7190746059320856e-07
909.6989966555184,1.8127202946535344e-06
916.3879598662207,3.007666031330757e-06
923.0769230769231,3.8326025994150327e-07
929.7658862876254,1.2077892206245212e-06
936.4548494983277,1.002672922508281e-06
943.1438127090302,1.2372695755243016e-06
949.8327759197324,6.793691858524085e-07
956.5217391304349,5.758499030394646e-07
963.2107023411371,8.657636819282814e-07
969.8996655518395,1.1061143867880165e-06
976.5886287625418,2.1858917181181743e-07
983.2775919732441,8.502912484777892e-08
989.9665551839465,3.038451385377762e-06
996.6555183946488,2.63060137782308e-07
1003.3444816053512,2.9783683834960887e-07
1010.0334448160535,1.8335141162134924e-07
1016.7224080267559,6.106072542401829e-07
1023.4113712374582,2.011722128074036e-07
1030.1003344481605,2.328529110667172e-07
1036.789297658863,4.530555600533674e-07
1043.4782608695652,4.701935891888585e-07
1050.1672240802675,8.959427203961669e-07
1056.85618729097,1.8918722286189461e-07
1063.5451505016722,3.8773040091611946e-07
1070.2341137123747,1.7256591770217406e-07
1076.923076923077,2.908855947351358e-07
1083.6120401337791,2.8642991887777023e-06
1090.3010033444816,4.710652159635608e-07
