frequency_khz,mean_abs_shap
1779.2642140468226,1.5443344241909936e-07
1785.953177257525,2.6929657547809914e-07
1792.6421404682274,2.7155332600793576e-07
1799.3311036789298,2.9290799199998366e-07
1806.020066889632,2.5441981525544834e-07
1812.7090301003345,3.3917900032489e-07
1819.3979933110368,1.5323201040851932e-07
1826.086956521739,1.9616674875040809e-07
1832.7759197324415,1.9839117221884516e-07
1839.464882943144,2.662682100007795e-07
1846.1538461538462,7.209912190702832e-08
1852.8428093645484,8.9710150333073e-08
1859.531772575251,7.590192263808716e-08
1866.2207357859531,1.3007487630752302e-07
1872.9096989966554,1.2525986756683664e-07
1879.5986622073578,7.073915869319681e-08
1886.2876254180603,5.018156987534507e-08
1892.9765886287626,1.8092884088229685e-07
1899.6655518394648,6.873050824085315e-08
1906.3545150501673,4.757476547309865e-08
1913.0434782608697,6.069761253066295e-08
1919.7324414715717,1.7713727709390078e-07
1926.4214046822742,1.0901306962261261e-07
1933.1103678929767,6.799220244744024e-08
1939.799331103679,1.0762598046229074e-07
1946.4882943143812,9.892061635041024e-08
1953.1772575250836,1.3044632861467368e-07
1959.866220735786,1.7776267753359385e-07
1966.5551839464881,7.53704770185209e-08
1973.2441471571906,3.7650363396646847e-07
1979.933110367893,1.2054295009794475e-07
1986.6220735785955,6.543742069736479e-08
1993.3110367892975,1.1131175199400971e-07
2000.0,1.342293837674883e-07
