model,config,seed,fold,repeat,mae,mse,r2
ResNetVibCNN,vib_spec,42,0,0,0.01065819337964058,0.00015229750715661794,-3.0852808952331543
ResNetVibCNN,vib_spec,42,1,0,0.0061232056468725204,5.118273475090973e-05,-1.715970516204834
ResNetVibCNN,vib_spec,42,2,0,0.13275228440761566,0.01831006072461605,-178.183837890625
ResNetVibCNN,vib_spec,42,3,0,0.009586615487933159,0.00021157044102437794,-0.8540009260177612
ResNetVibCNN,vib_spec,42,4,0,0.007816186174750328,8.060189429670572e-05,-1.7151858806610107
ResNetVibCNN,vib_spec,42,5,0,0.014564068987965584,0.00029091903707012534,-4.579373359680176
ResNetVibCNN,vib_spec,42,6,0,0.20603244006633759,0.04460635408759117,-256.9577941894531
ResNetVibCNN,vib_spec,42,7,0,0.06227972358465195,0.004117676056921482,-33.33213424682617
ResNetVibCNN,vib_spec,42,8,0,0.08618582785129547,0.009551486000418663,-129.76866149902344
ResNetVibCNN,vib_spec,42,9,0,0.01641918160021305,0.0003213133604731411,-4.323599815368652
ResNetVibCNN,vib_spec,42,10,0,0.0067158848978579044,8.334367157658562e-05,-2.071150302886963
ResNetVibCNN,vib_spec,42,11,0,0.04385814070701599,0.002103914273902774,-33.595882415771484
ResNetVibCNN,vib_spec,42,12,0,0.012683955021202564,0.0002374592295382172,-3.1457018852233887
ResNetVibCNN,vib_spec,42,13,0,0.0054061030969023705,4.805529897566885e-05,-1.2519304752349854
ResNetVibCNN,vib_spec,42,14,0,0.018369095399975777,0.0004549540171865374,-12.709875106811523
ResNetVibCNN,vib_spec,42,15,0,0.007419178728014231,7.519239443354309e-05,-0.4425015449523926
