model,config,mean_mae,std_mae,median_mae,iqr_mae,trim10_mae,min_fold_mae,max_fold_mae,bootstrap_ci_lo,bootstrap_ci_hi,mean_excl_condition7,std_excl_condition7
RandomForestModel,ae_logspec+vib_logspec,0.0200084976130886,0.0356318907840697,0.008935217960056311,0.0055293729722022565,0.012381329417364206,0.003125886028485276,0.14367146393783442,0.007654194418822193,0.04048290967408636,0.01176429985810561,0.01349677349871411
RandomForestModel,ae_mel+vib_mel,0.0201155263654328,0.0483033585243139,0.008440355716382898,0.004438039277972132,0.008288907398194734,0.004762541098984844,0.20104117717321374,0.007212649162354742,0.044761767252048765,0.008053816311580744,0.0023359910011132063
RandomForestModel,ae_logspec+vib_logspec+pp,0.0204806678730314,0.0369441574110431,0.00913543791873898,0.004685766880618475,0.012661965197865527,0.0032222836177157967,0.14720088958066943,0.007586468601153867,0.04174334216751495,0.012032653092522215,0.014932096540831248
RandomForestModel,ae_mel+vib_mel+pp,0.0205350241585404,0.0497026215650459,0.009061662866435224,0.005273238716165388,0.008375390714124882,0.004628070755230746,0.20667684578366793,0.007213125682188894,0.04594521609214513,0.008125569383531941,0.0025372239614338443
RandomForestModel,ae_spec+vib_spec+pp,0.020988151126907,0.0424863143526617,0.00939846390043297,0.00390238042279379,0.010997003448878166,0.003318567131891788,0.1785338026143259,0.008354485138114721,0.043674085665887166,0.01048510769441241,0.006329626035975904
