model,config,seed,fold,repeat,mae,mse,r2
ChannelAttentionCNN,ae_spec,44,0,0,0.005922901909798384,5.099853660794906e-05,-0.3680025339126587
ChannelAttentionCNN,ae_spec,44,1,0,0.0053079198114573956,4.17920236941427e-05,-1.2176599502563477
ChannelAttentionCNN,ae_spec,44,2,0,0.007079093251377344,7.665275188628584e-05,0.24986958503723145
ChannelAttentionCNN,ae_spec,44,3,0,0.008527460508048534,9.980602044379339e-05,0.1253955364227295
ChannelAttentionCNN,ae_spec,44,4,0,0.012531809508800507,0.00018292260938324034,-5.1620001792907715
ChannelAttentionCNN,ae_spec,44,5,0,0.007381747476756573,7.342654862441123e-05,-0.4082067012786865
ChannelAttentionCNN,ae_spec,44,6,0,0.2574489712715149,0.0664389505982399,-383.2153015136719
ChannelAttentionCNN,ae_spec,44,7,0,0.14080578088760376,0.020072247833013535,-166.3572998046875
ChannelAttentionCNN,ae_spec,44,8,0,0.06626763194799423,0.004919753409922123,-66.35596466064453
ChannelAttentionCNN,ae_spec,44,9,0,0.01309155859053135,0.0002049199101747945,-2.3951640129089355
ChannelAttentionCNN,ae_spec,44,10,0,0.016311094164848328,0.0003648495185188949,-12.444424629211426
ChannelAttentionCNN,ae_spec,44,11,0,0.08734442293643951,0.009084620513021946,-148.38368225097656
ChannelAttentionCNN,ae_spec,44,12,0,0.038630057126283646,0.0018913205713033676,-32.019779205322266
ChannelAttentionCNN,ae_spec,44,13,0,0.01908835396170616,0.0006546879303641617,-29.679481506347656
ChannelAttentionCNN,ae_spec,44,14,0,0.030231168493628502,0.00101622159127146,-29.623470306396484
ChannelAttentionCNN,ae_spec,44,15,0,0.052205950021743774,0.0032748922239989042,-61.82600021362305
