model,config,mae_mean,mae_std,mse_mean,mse_std,r2_mean,r2_std,n_folds,n_params,n_folds_completed,folds
TransferFeatureMLP,vib_embed,0.03352574212476611,0.05967241482046249,0.004685346716996719,0.014716094507105494,-35.35259723303989,86.9222909457719,16,,16,"[{'mae': 0.0052872831001877785, 'mse': 3.805295636993833e-05, 'r2': -0.020745616551935075, 'fold': 0, 'repeat': 0}, {'mae': 0.02375967428088188, 'mse': 0.0008348636329174042, 'r2': -43.30135252804399, 'fold': 1, 'repeat': 0}, {'mae': 0.014653919264674187, 'mse': 0.0002711079141590744, 'r2': -1.6530851537804088, 'fold': 2, 'repeat': 0}, {'mae': 0.010474596172571182, 'mse': 0.00013724392920266837, 'r2': -0.20267446071221862, 'fold': 3, 'repeat': 0}, {'mae': 0.007911731489002705, 'mse': 7.646594167454168e-05, 'r2': -1.5758602297520454, 'fold': 4, 'repeat': 0}, {'mae': 0.008115353994071484, 'mse': 9.420477726962417e-05, 'r2': -0.8067006554160423, 'fold': 5, 'repeat': 0}, {'mae': 0.24284732341766357, 'mse': 0.05922806262969971, 'r2': -341.51486085700606, 'fold': 6, 'repeat': 0}, {'mae': 0.062297165393829346, 'mse': 0.004115737043321133, 'r2': -33.31596758110186, 'fold': 7, 'repeat': 0}, {'mae': 0.07840394228696823, 'mse': 0.0085531547665596, 'r2': -116.1005797577571, 'fold': 8, 'repeat': 0}, {'mae': 0.027413958683609962, 'mse': 0.0008118816767819226, 'r2': -12.45145643976353, 'fold': 9, 'repeat': 0}, {'mae': 0.012075723148882389, 'mse': 0.00020921326358802617, 'r2': -6.709346440804, 'fold': 10, 'repeat': 0}, {'mae': 0.008111223578453064, 'mse': 0.00010231912892777473, 'r2': -0.6824925895408913, 'fold': 11, 'repeat': 0}, {'mae': 0.01634029671549797, 'mse': 0.0003210266586393118, 'r2': -4.604670723866546, 'fold': 12, 'repeat': 0}, {'mae': 0.006581800989806652, 'mse': 6.701935490127653e-05, 'r2': -2.140608504310819, 'fold': 13, 'repeat': 0}, {'mae': 0.00583556666970253, 'mse': 4.959608122589998e-05, 'r2': -0.49455979959135643, 'fold': 14, 'repeat': 0}, {'mae': 0.006302314810454845, 'mse': 5.55977167095989e-05, 'r2': -0.06659439063949613, 'fold': 15, 'repeat': 0}]"
XGBoostModel,ae_spec,0.03370753943822101,0.059264176380059465,0.004824458054514631,0.014659289539521355,-45.424339678568415,90.99232075051188,16,,16,"[{'mae': 0.005389468058159488, 'mse': 4.084797602403827e-05, 'r2': -0.09572031879793741, 'fold': 0, 'repeat': 0}, {'mae': 0.009223379194736491, 'mse': 0.00011310632948979288, 'r2': -5.001897925686927, 'fold': 1, 'repeat': 0}, {'mae': 0.008173739537596685, 'mse': 9.25387782394008e-05, 'r2': 0.0944075074753683, 'fold': 2, 'repeat': 0}, {'mae': 0.012269809097051623, 'mse': 0.00021677483929993276, 'r2': -0.89960746019404, 'fold': 3, 'repeat': 0}, {'mae': 0.03248005583882334, 'mse': 0.00324273901750788, 'r2': -108.23612974872937, 'fold': 4, 'repeat': 0}, {'mae': 0.00727209076285362, 'mse': 9.48916584393443e-05, 'r2': -0.8198739272348801, 'fold': 5, 'repeat': 0}, {'mae': 0.2422502875328064, 'mse': 0.05914234595003433, 'r2': -341.01899868972964, 'fold': 6, 'repeat': 0}, {'mae': 0.08217483684420586, 'mse': 0.008690449843557446, 'r2': -71.45876584101096, 'fold': 7, 'repeat': 0}, {'mae': 0.009145274013280866, 'mse': 0.00012554532111733706, 'r2': -0.7188312900308487, 'fold': 8, 'repeat': 0}, {'mae': 0.013808551803231234, 'mse': 0.0002708835698917307, 'r2': -3.488065903393191, 'fold': 9, 'repeat': 0}, {'mae': 0.017237105593085257, 'mse': 0.0006811519133297489, 'r2': -24.09992557553873, 'fold': 10, 'repeat': 0}, {'mae': 0.016540047526359552, 'mse': 0.0006266473361227268, 'r2': -9.304325715242813, 'fold': 11, 'repeat': 0}, {'mae': 0.006354314088821408, 'mse': 6.250311220397096e-05, 'r2': -0.0912159001153372, 'fold': 12, 'repeat': 0}, {'mae': 0.05274183750152587, 'mse': 0.003281141453693219, 'r2': -152.75833069372797, 'fold': 13, 'repeat': 0}, {'mae': 0.008648496121168147, 'mse': 0.00010162206237502325, 'r2': -2.062344103052908, 'fold': 14, 'repeat': 0}, {'mae': 0.015611337497830391, 'mse': 0.0004081397109081704, 'r2': -6.829809272084451, 'fold': 15, 'repeat': 0}]"
LightGBMModel,vib_mel,0.03412009462808177,0.05605808694388616,0.0043037393272751506,0.011689989597140548,-34.04257395076846,71.91101980127544,16,,16,"[{'mae': 0.006149322801997763, 'mse': 5.8500946606928346e-05, 'r2': -0.5692497427143659, 'fold': 0, 'repeat': 0}, {'mae': 0.0033563557750064107, 'mse': 1.8565344714254082e-05, 'r2': 0.014844664902684102, 'fold': 1, 'repeat': 0}, {'mae': 0.011254041655623045, 'mse': 0.00021456978585341217, 'r2': -1.0997984940840104, 'fold': 2, 'repeat': 0}, {'mae': 0.12007770255792183, 'mse': 0.014586197679303381, 'r2': -126.81949241411934, 'fold': 3, 'repeat': 0}, {'mae': 0.004109726079620455, 'mse': 2.6972851125113522e-05, 'r2': 0.0913823624756438, 'fold': 4, 'repeat': 0}, {'mae': 0.013408420021875311, 'mse': 0.00033438590285489645, 'r2': -5.412999796283532, 'fold': 5, 'repeat': 0}, {'mae': 0.20990601896666852, 'mse': 0.045933823440341026, 'r2': -264.63437832393174, 'fold': 6, 'repeat': 0}, {'mae': 0.06501366570297068, 'mse': 0.004351143589699576, 'r2': -35.27873127193584, 'fold': 7, 'repeat': 0}, {'mae': 0.014796828824046971, 'mse': 0.0002994906675518918, 'r2': -3.1003035866171444, 'fold': 8, 'repeat': 0}, {'mae': 0.0059068257743367545, 'mse': 5.104232588919981e-05, 'r2': 0.1543181354824783, 'fold': 9, 'repeat': 0}, {'mae': 0.005344377534701504, 'mse': 5.3033091045552376e-05, 'r2': -0.9542287296486376, 'fold': 10, 'repeat': 0}, {'mae': 0.011744211327682885, 'mse': 0.00019806373485178522, 'r2': -2.2568769045091392, 'fold': 11, 'repeat': 0}, {'mae': 0.012356611053820344, 'mse': 0.000492587038439806, 'r2': -7.59987270365221, 'fold': 12, 'repeat': 0}, {'mae': 0.043922345475036303, 'mse': 0.002003980585708865, 'r2': -92.90899903276275, 'fold': 13, 'repeat': 0}, {'mae': 0.011680601848946497, 'mse': 0.00015991020591737064, 'r2': -3.8188362316625755, 'fold': 14, 'repeat': 0}, {'mae': 0.0068944586490530075, 'mse': 7.756204649934962e-05, 'r2': -0.48796114323482676, 'fold': 15, 'repeat': 0}]"
BilinearFusionNetwork,ae_spec+vib_spec+physics,0.03436291847917202,0.06589077829670932,0.005356561569463759,0.01633488145002154,-35.731643598962926,96.21862352579971,16,,16,"[{'mae': 0.00803418183013014, 'mse': 8.905644434765501e-05, 'r2': -1.3888810435601204, 'fold': 0, 'repeat': 0}, {'mae': 0.010581317916512492, 'mse': 0.00014419062008046133, 'r2': -6.651361223268508, 'fold': 1, 'repeat': 0}, {'mae': 0.00813918262720106, 'mse': 9.358116258020266e-05, 'r2': 0.0842066441041952, 'fold': 2, 'repeat': 0}, {'mae': 0.010322948172688489, 'mse': 0.00013403895431964588, 'r2': -0.1745892577039796, 'fold': 3, 'repeat': 0}, {'mae': 0.007694033905863759, 'mse': 9.808898666914527e-05, 'r2': -2.304262605427543, 'fold': 4, 'repeat': 0}, {'mae': 0.012490553408861165, 'mse': 0.00020111375583244383, 'r2': -2.8570479920708545, 'fold': 5, 'repeat': 0}, {'mae': 0.25371780171990393, 'mse': 0.0645869789234181, 'r2': -372.50520181334315, 'fold': 6, 'repeat': 0}, {'mae': 0.12819551192224027, 'mse': 0.01686162310255349, 'r2': -139.58793527161882, 'fold': 7, 'repeat': 0}, {'mae': 0.04208486750721933, 'mse': 0.002281897323319394, 'r2': -30.241279922278064, 'fold': 8, 'repeat': 0}, {'mae': 0.019098662957549094, 'mse': 0.00043033839889969046, 'r2': -6.129952901146694, 'fold': 9, 'repeat': 0}, {'mae': 0.004549687355756759, 'mse': 3.8444429370071514e-05, 'r2': -0.4166477361353489, 'fold': 10, 'repeat': 0}, {'mae': 0.01642567105591297, 'mse': 0.00043505098993241456, 'r2': -6.1537958347348, 'fold': 11, 'repeat': 0}, {'mae': 0.008641880750656129, 'mse': 8.820552296637812e-05, 'r2': -0.5399436243238027, 'fold': 12, 'repeat': 0}, {'mae': 0.00384147502481936, 'mse': 2.7794490010626932e-05, 'r2': -0.30248404307809884, 'fold': 13, 'repeat': 0}, {'mae': 0.007025617361068721, 'mse': 7.34425491538461e-05, 'r2': -1.2131646618670833, 'fold': 14, 'repeat': 0}, {'mae': 0.008963302150368696, 'mse': 0.00012113945796658225, 'r2': -1.3239562969540057, 'fold': 15, 'repeat': 0}]"
XGBoostModel,vib_spec,0.034514954773169994,0.06662683427421873,0.005505673210321159,0.017324071553203178,-42.624003019561506,104.14614641366887,16,,16,"[{'mae': 0.006621649390772762, 'mse': 6.40105777178066e-05, 'r2': -0.7170420042873233, 'fold': 0, 'repeat': 0}, {'mae': 0.005600029975175865, 'mse': 4.5871516480933185e-05, 'r2': -1.4341357451606815, 'fold': 1, 'repeat': 0}, {'mae': 0.012752623856067657, 'mse': 0.0002782675331877816, 'r2': -1.7231501621545027, 'fold': 2, 'repeat': 0}, {'mae': 0.018759413808584202, 'mse': 0.0004627009943924226, 'r2': -3.054669184051007, 'fold': 3, 'repeat': 0}, {'mae': 0.005623686313629154, 'mse': 4.382849295089252e-05, 'r2': -0.47642314624332305, 'fold': 4, 'repeat': 0}, {'mae': 0.022324946895241733, 'mse': 0.001009371404755175, 'r2': -18.35816838510174, 'fold': 5, 'repeat': 0}, {'mae': 0.2628863103687763, 'mse': 0.06930627957339155, 'r2': -399.7968226797755, 'fold': 6, 'repeat': 0}, {'mae': 0.1128628544509411, 'mse': 0.013151408375420134, 'r2': -108.65310623828339, 'fold': 7, 'repeat': 0}, {'mae': 0.010735909640789038, 'mse': 0.00015608307850900063, 'r2': -1.1369213667060656, 'fold': 8, 'repeat': 0}, {'mae': 0.00674441903829575, 'mse': 6.033585410599746e-05, 'r2': 0.00034066416997646787, 'fold': 9, 'repeat': 0}, {'mae': 0.004727598279714589, 'mse': 3.57794033584713e-05, 'r2': -0.31844357163253645, 'fold': 10, 'repeat': 0}, {'mae': 0.010825777426362055, 'mse': 0.0001619126486029939, 'r2': -1.6624236192335022, 'fold': 11, 'repeat': 0}, {'mae': 0.00782062001526356, 'mse': 8.956782364798752e-05, 'r2': -0.5637274666332694, 'fold': 12, 'repeat': 0}, {'mae': 0.046393965184688565, 'mse': 0.003020579455862222, 'r2': -140.54807447828145, 'fold': 13, 'repeat': 0}, {'mae': 0.011279568076133742, 'mse': 0.000147286055764168, 'r2': -3.4384120316985296, 'fold': 14, 'repeat': 0}, {'mae': 0.006279903650283814, 'mse': 5.748857699099934e-05, 'r2': -0.10286889791114562, 'fold': 15, 'repeat': 0}]"
LightGBMModel,ae_mel+vib_mel,0.03455473002247195,0.055715681589841554,0.004287597312588249,0.011593623020268872,-35.64229074125722,73.42830912631663,16,,16,"[{'mae': 0.005057765934622709, 'mse': 3.6315721439239e-05, 'r2': 0.02585445483606652, 'fold': 0, 'repeat': 0}, {'mae': 0.005124489952505466, 'mse': 3.780021945057044e-05, 'r2': -1.005838751326142, 'fold': 1, 'repeat': 0}, {'mae': 0.012413201022651133, 'mse': 0.0002329422453568869, 'r2': -1.2795929728107187, 'fold': 2, 'repeat': 0}, {'mae': 0.11597438333430288, 'mse': 0.01357638816268629, 'r2': -117.97048716362227, 'fold': 3, 'repeat': 0}, {'mae': 0.004180536160691022, 'mse': 2.8386022407624088e-05, 'r2': 0.043777741585696694, 'fold': 4, 'repeat': 0}, {'mae': 0.012586126033210701, 'mse': 0.0002774264584371881, 'r2': -4.320606539484973, 'fold': 5, 'repeat': 0}, {'mae': 0.20973401187898738, 'mse': 0.045799820060173954, 'r2': -263.85943946803144, 'fold': 6, 'repeat': 0}, {'mae': 0.06620848725927, 'mse': 0.004505838244031147, 'r2': -36.56853605038204, 'fold': 7, 'repeat': 0}, {'mae': 0.017961026013835826, 'mse': 0.0004372254719637168, 'r2': -4.986020150502942, 'fold': 8, 'repeat': 0}, {'mae': 0.006009089625806546, 'mse': 5.028142771654274e-05, 'r2': 0.1669248843747102, 'fold': 9, 'repeat': 0}, {'mae': 0.005816808929952775, 'mse': 6.505532499146265e-05, 'r2': -1.3972388297288836, 'fold': 10, 'repeat': 0}, {'mae': 0.01099295211623272, 'mse': 0.0001782808906109636, 'r2': -1.9315761190743501, 'fold': 11, 'repeat': 0}, {'mae': 0.011641354558815946, 'mse': 0.0004249554237459115, 'r2': -6.41912040665278, 'fold': 12, 'repeat': 0}, {'mae': 0.051545515079776505, 'mse': 0.0027395014071620975, 'r2': -127.37641084453725, 'fold': 13, 'repeat': 0}, {'mae': 0.01003512647623346, 'mse': 0.00012273112846912062, 'r2': -2.6984581767434777, 'fold': 14, 'repeat': 0}, {'mae': 0.007594805982656208, 'mse': 8.86087927692803e-05, 'r2': -0.6998834680147556, 'fold': 15, 'repeat': 0}]"
TransferFeatureMLP,vib_embed+pp,0.03456402069423348,0.06087860001267338,0.004879439508044925,0.014872207374608627,-36.084986756272535,86.55623338754678,16,,16,"[{'mae': 0.0094781294465065, 'mse': 0.00012494494148995727, 'r2': -2.351565918081294, 'fold': 0, 'repeat': 0}, {'mae': 0.016835447400808334, 'mse': 0.0004457528702914715, 'r2': -22.65350970931995, 'fold': 1, 'repeat': 0}, {'mae': 0.016123898327350616, 'mse': 0.00031064002541825175, 'r2': -2.0399499429749883, 'fold': 2, 'repeat': 0}, {'mae': 0.010431677103042603, 'mse': 0.0001364256750093773, 'r2': -0.19550401313047838, 'fold': 3, 'repeat': 0}, {'mae': 0.0076657370664179325, 'mse': 8.599572174716741e-05, 'r2': -1.8968839983869619, 'fold': 4, 'repeat': 0}, {'mae': 0.009299581870436668, 'mse': 0.00012190211418783292, 'r2': -1.3378923214726148, 'fold': 5, 'repeat': 0}, {'mae': 0.24431964755058289, 'mse': 0.05980963632464409, 'r2': -344.87809577557556, 'fold': 6, 'repeat': 0}, {'mae': 0.09248816221952438, 'mse': 0.008908895775675774, 'r2': -73.28010498621765, 'fold': 7, 'repeat': 0}, {'mae': 0.06540104001760483, 'mse': 0.006391723640263081, 'r2': -86.5085909868962, 'fold': 8, 'repeat': 0}, {'mae': 0.025240343064069748, 'mse': 0.0006974312709644437, 'r2': -10.555214358333878, 'fold': 9, 'repeat': 0}, {'mae': 0.004017873667180538, 'mse': 2.556038998591248e-05, 'r2': 0.05811944777407041, 'fold': 10, 'repeat': 0}, {'mae': 0.01096484437584877, 'mse': 0.00017494392523076385, 'r2': -1.8767042305719377, 'fold': 11, 'repeat': 0}, {'mae': 0.00932317040860653, 'mse': 0.00010195763024967164, 'r2': -0.7800358514428589, 'fold': 12, 'repeat': 0}, {'mae': 0.018767893314361572, 'mse': 0.0006144625949673355, 'r2': -27.7944665319805, 'fold': 13, 'repeat': 0}, {'mae': 0.0077856541611254215, 'mse': 8.700309263076633e-05, 'r2': -1.6218064797484004, 'fold': 14, 'repeat': 0}, {'mae': 0.004881231114268303, 'mse': 3.37561359629035e-05, 'r2': 0.35241755599864477, 'fold': 15, 'repeat': 0}]"
TransferFeatureMLP,ae_embed+vib_embed+pp,0.03456592379370704,0.06223710030079761,0.005003674606996356,0.01580881298666767,-35.409112877659005,91.62446978253135,16,,16,"[{'mae': 0.00796318706125021, 'mse': 8.623248868389055e-05, 'r2': -1.3131298402198817, 'fold': 0, 'repeat': 0}, {'mae': 0.01732953079044819, 'mse': 0.00034197670174762607, 'r2': -17.146711998727774, 'fold': 1, 'repeat': 0}, {'mae': 0.017587650567293167, 'mse': 0.0003766234440263361, 'r2': -2.685669257969467, 'fold': 2, 'repeat': 0}, {'mae': 0.008878841064870358, 'mse': 0.00014971179189160466, 'r2': -0.3119308504450302, 'fold': 3, 'repeat': 0}, {'mae': 0.006693120114505291, 'mse': 5.885323116672225e-05, 'r2': -0.9825518325638858, 'fold': 4, 'repeat': 0}, {'mae': 0.006085318513214588, 'mse': 5.2848503401037306e-05, 'r2': -0.013551840777717095, 'fold': 5, 'repeat': 0}, {'mae': 0.25197118520736694, 'mse': 0.06369177997112274, 'r2': -367.3284437338842, 'fold': 6, 'repeat': 0}, {'mae': 0.08506985008716583, 'mse': 0.007395955268293619, 'r2': -60.66559399611987, 'fold': 7, 'repeat': 0}, {'mae': 0.06438807398080826, 'mse': 0.006062047090381384, 'r2': -81.99501868991223, 'fold': 8, 'repeat': 0}, {'mae': 0.027114277705550194, 'mse': 0.0007955403998494148, 'r2': -12.180710310530316, 'fold': 9, 'repeat': 0}, {'mae': 0.005316658411175013, 'mse': 4.931081275572069e-05, 'r2': -0.8170652149830944, 'fold': 10, 'repeat': 0}, {'mae': 0.00688044261187315, 'mse': 8.230708044720814e-05, 'r2': -0.3534229694650084, 'fold': 11, 'repeat': 0}, {'mae': 0.02102522924542427, 'mse': 0.0005033312481828034, 'r2': -7.787450418626884, 'fold': 12, 'repeat': 0}, {'mae': 0.012201659381389618, 'mse': 0.00027225050143897533, 'r2': -11.757990262846942, 'fold': 13, 'repeat': 0}, {'mae': 0.005658632609993219, 'mse': 4.751404048874974e-05, 'r2': -0.43181824115112666, 'fold': 14, 'repeat': 0}, {'mae': 0.008891123346984386, 'mse': 9.251113806385547e-05, 'r2': -0.7747465843206178, 'fold': 15, 'repeat': 0}]"
LightGBMModel,ae_mel+vib_mel+pp,0.03456607384275943,0.05626111861523944,0.004332201561602378,0.01169479168432811,-37.01606064101135,76.14642929354984,16,,16,"[{'mae': 0.004918947283304858, 'mse': 3.3764962851436416e-05, 'r2': 0.09427689053664712, 'fold': 0, 'repeat': 0}, {'mae': 0.004810840730778984, 'mse': 3.476256278218566e-05, 'r2': -0.8446479025100908, 'fold': 1, 'repeat': 0}, {'mae': 0.011485479575978435, 'mse': 0.00020029030136783192, 'r2': -0.9600582231047514, 'fold': 2, 'repeat': 0}, {'mae': 0.11574836905427713, 'mse': 0.013530420405335513, 'r2': -117.56766968224886, 'fold': 3, 'repeat': 0}, {'mae': 0.004102022992330185, 'mse': 2.6165923713979544e-05, 'r2': 0.11856482363102216, 'fold': 4, 'repeat': 0}, {'mae': 0.010632776367343536, 'mse': 0.0001841124374432465, 'r2': -2.530989236496502, 'fold': 5, 'repeat': 0}, {'mae': 0.21105663256949464, 'mse': 0.04622648226755587, 'r2': -266.32681844333956, 'fold': 6, 'repeat': 0}, {'mae': 0.06671702747112349, 'mse': 0.004574185233097367, 'r2': -37.138395904110865, 'fold': 7, 'repeat': 0}, {'mae': 0.016235883033300973, 'mse': 0.0003452035354776166, 'r2': -3.726154928973008, 'fold': 8, 'repeat': 0}, {'mae': 0.005938354632038129, 'mse': 4.854008916934559e-05, 'r2': 0.19577581159433965, 'fold': 9, 'repeat': 0}, {'mae': 0.006436642759595784, 'mse': 7.386843030082441e-05, 'r2': -1.721995000893417, 'fold': 10, 'repeat': 0}, {'mae': 0.010611387119479242, 'mse': 0.00016511039419280743, 'r2': -1.715006005230379, 'fold': 11, 'repeat': 0}, {'mae': 0.012285379621493847, 'mse': 0.00046055413808735265, 'r2': -7.040623588546762, 'fold': 12, 'repeat': 0}, {'mae': 0.05623888302182569, 'mse': 0.0032353456864353453, 'r2': -150.61228462232702, 'fold': 13, 'repeat': 0}, {'mae': 0.008856629424147172, 'mse': 0.00010013286668998365, 'r2': -2.0174677295785814, 'fold': 14, 'repeat': 0}, {'mae': 0.00698192582763876, 'mse': 7.628575113734723e-05, 'r2': -0.46347651458379824, 'fold': 15, 'repeat': 0}]"
BilinearFusionNetwork,ae_spec+vib_spec+pp,0.035103704766860526,0.06898925944460983,0.005792086000177201,0.017729171991566227,-38.41694732569667,104.72259623342494,16,,16,"[{'mae': 0.008102166809533764, 'mse': 0.00013900731630664263, 'r2': -2.728780609573575, 'fold': 0, 'repeat': 0}, {'mae': 0.00991239883005619, 'mse': 0.00013776496929177859, 'r2': -6.310389145810509, 'fold': 1, 'repeat': 0}, {'mae': 0.012301208078861234, 'mse': 0.00022854144474668806, 'r2': -1.2365263571765284, 'fold': 2, 'repeat': 0}, {'mae': 0.011680261790752416, 'mse': 0.0001797053301869856, 'r2': -0.5747657198698564, 'fold': 3, 'repeat': 0}, {'mae': 0.006502056494355202, 'mse': 8.271863446259447e-05, 'r2': -1.7864911230932043, 'fold': 4, 'repeat': 0}, {'mae': 0.009589330479502665, 'mse': 0.00014512687795662757, 'r2': -1.7833070438229126, 'fold': 5, 'repeat': 0}, {'mae': 0.2640240754932165, 'mse': 0.06988910959917737, 'r2': -403.16731701211023, 'fold': 6, 'repeat': 0}, {'mae': 0.1376486644148827, 'mse': 0.01907914947460739, 'r2': -158.07710752753346, 'fold': 7, 'repeat': 0}, {'mae': 0.032464951649308196, 'mse': 0.0016413451393140013, 'r2': -21.471529469076785, 'fold': 8, 'repeat': 0}, {'mae': 0.018108523637056353, 'mse': 0.0003882477540483319, 'r2': -5.43258469943288, 'fold': 9, 'repeat': 0}, {'mae': 0.008163796365261072, 'mse': 9.919158123327652e-05, 'r2': -2.655133690375422, 'fold': 10, 'repeat': 0}, {'mae': 0.011345906555652614, 'mse': 0.0002412838678036822, 'r2': -2.967570626033592, 'fold': 11, 'repeat': 0}, {'mae': 0.007642866298556308, 'mse': 6.982898330605531e-05, 'r2': -0.21911524379445146, 'fold': 12, 'repeat': 0}, {'mae': 0.003099232539534564, 'mse': 2.1744466432546633e-05, 'r2': -0.018972484935352085, 'fold': 13, 'repeat': 0}, {'mae': 0.01056058965623379, 'mse': 0.00017342472243422614, 'r2': -4.226091300038117, 'fold': 14, 'repeat': 0}, {'mae': 0.01051324717700482, 'mse': 0.00015718584152702174, 'r2': -2.0154751584698936, 'fold': 15, 'repeat': 0}]"
XGBoostModel,ae_spec+vib_spec,0.03523019399175322,0.0682401953820799,0.0058000247235607295,0.017426955927581388,-49.38418177654832,113.25002965471741,16,,16,"[{'mae': 0.004901738935395298, 'mse': 3.2469980686742294e-05, 'r2': 0.12901394261240395, 'fold': 0, 'repeat': 0}, {'mae': 0.006739671528339375, 'mse': 7.638931047262404e-05, 'r2': -3.0535383487240804, 'fold': 1, 'repeat': 0}, {'mae': 0.011654579639434814, 'mse': 0.00021524115965158592, 'r2': -1.106368616176297, 'fold': 2, 'repeat': 0}, {'mae': 0.012645611912012095, 'mse': 0.00020688715470734147, 'r2': -0.8129612448085723, 'fold': 3, 'repeat': 0}, {'mae': 0.005177943781018252, 'mse': 4.041706672439909e-05, 'r2': -0.3615045555416123, 'fold': 4, 'repeat': 0}, {'mae': 0.01601686105132103, 'mse': 0.0004857067845417007, 'r2': -8.315098165699615, 'fold': 5, 'repeat': 0}, {'mae': 0.26265393309295176, 'mse': 0.06914925483045946, 'r2': -398.8887517454145, 'fold': 6, 'repeat': 0}, {'mae': 0.12777638770639896, 'mse': 0.016958024883900993, 'r2': -140.39170886528308, 'fold': 7, 'repeat': 0}, {'mae': 0.010417454317212105, 'mse': 0.0001336762200858072, 'r2': -0.8301507995012503, 'fold': 8, 'repeat': 0}, {'mae': 0.007931756600737565, 'mse': 8.215754468084691e-05, 'r2': -0.3612064959716401, 'fold': 9, 'repeat': 0}, {'mae': 0.006771529093384751, 'mse': 6.421728685744043e-05, 'r2': -1.366357767249598, 'fold': 10, 'repeat': 0}, {'mae': 0.01082294955849648, 'mse': 0.00017469959991526767, 'r2': -1.8726868783767845, 'fold': 11, 'repeat': 0}, {'mae': 0.006633499264717099, 'mse': 6.567989055694659e-05, 'r2': -0.1466779551662376, 'fold': 12, 'repeat': 0}, {'mae': 0.05661727935075761, 'mse': 0.004909981771491108, 'r2': -229.08779462139356, 'fold': 13, 'repeat': 0}, {'mae': 0.011621040850877761, 'mse': 0.00015862372411961644, 'r2': -3.7800685678800923, 'fold': 14, 'repeat': 0}, {'mae': 0.005300867184996601, 'mse': 4.69683681198013e-05, 'r2': 0.09895225980145117, 'fold': 15, 'repeat': 0}]"
GraphNeuralNetworkFusion,all,0.03572985164232945,0.06704271908862637,0.00569595359162147,0.016547700518023897,-38.7983375213841,98.43083699003945,16,,16,"[{'mae': 0.016964792813125434, 'mse': 0.0006395045141519422, 'r2': -16.154291554297007, 'fold': 0, 'repeat': 0}, {'mae': 0.00984705910086634, 'mse': 0.0001111744929945872, 'r2': -4.899386549836934, 'fold': 1, 'repeat': 0}, {'mae': 0.0370017308741808, 'mse': 0.0035156892944058866, 'r2': -33.404839696787924, 'fold': 2, 'repeat': 0}, {'mae': 0.008266564458608622, 'mse': 0.0001331378602639431, 'r2': -0.1666929308236209, 'fold': 3, 'repeat': 0}, {'mae': 0.004619856178760521, 'mse': 4.2175037198494083e-05, 'r2': -0.420724212062185, 'fold': 4, 'repeat': 0}, {'mae': 0.00713342763483524, 'mse': 7.836234424417884e-05, 'r2': -0.5028674755236027, 'fold': 5, 'repeat': 0}, {'mae': 0.2542782183736563, 'mse': 0.06485080180633176, 'r2': -374.0308842460591, 'fold': 6, 'repeat': 0}, {'mae': 0.14160961993038654, 'mse': 0.020188801266683775, 'r2': -167.32910262727245, 'fold': 7, 'repeat': 0}, {'mae': 0.016629605740308778, 'mse': 0.0003737118855838109, 'r2': -4.116460547323243, 'fold': 8, 'repeat': 0}, {'mae': 0.020548376068472866, 'mse': 0.00047903733163580386, 'r2': -6.936808849006311, 'fold': 9, 'repeat': 0}, {'mae': 0.012494697794318187, 'mse': 0.0001904307251845896, 'r2': -6.017226166279804, 'fold': 10, 'repeat': 0}, {'mae': 0.011200354248285313, 'mse': 0.00017987503256900467, 'r2': -1.9577895201774758, 'fold': 11, 'repeat': 0}, {'mae': 0.010675376653671275, 'mse': 0.00014086614728491307, 'r2': -1.4593236126171685, 'fold': 12, 'repeat': 0}, {'mae': 0.005131156742572784, 'mse': 3.497417992385783e-05, 'r2': -0.6389331573686148, 'fold': 13, 'repeat': 0}, {'mae': 0.009115448221564303, 'mse': 0.00012309333832273586, 'r2': -2.709373239706802, 'fold': 14, 'repeat': 0}, {'mae': 0.006161341443657887, 'mse': 5.362220916423101e-05, 'r2': -0.028695957003342043, 'fold': 15, 'repeat': 0}]"
