pass_order,condition_id,sample_id,ae_rms,vib_rms
128,7,8,0.8958961367607117,0.948500394821167
129,7,9,0.4635089039802551,0.9706107974052429
130,7,10,0.358256995677948,0.9093734622001648
131,7,11,0.7457063794136047,0.9951164722442627
132,7,12,0.32758209109306335,1.0499660968780518
133,7,13,0.2829301357269287,1.0131728649139404
134,7,14,0.30754533410072327,1.066274881362915
135,7,15,0.24467015266418457,1.259229302406311
136,7,16,0.27583059668540955,1.1618452072143555
137,7,17,0.2151741236448288,1.028247594833374
138,7,18,0.25973597168922424,1.0525990724563599
139,7,19,0.26051124930381775,1.1781928539276123
140,7,20,0.2627227306365967,0.9850310683250427
141,8,1,0.35246339440345764,0.6073218584060669
142,8,2,0.5000373125076294,0.6232142448425293
143,8,3,0.29036974906921387,0.6031240820884705
144,8,4,0.30399006605148315,0.5618836283683777
145,8,5,0.20361649990081787,0.5285107493400574
146,8,6,0.5161818265914917,0.5919251441955566
147,8,7,0.1871793270111084,0.5149934887886047
148,8,8,0.37779441475868225,0.5630826950073242
149,8,9,0.2329389452934265,0.5437932014465332
150,8,10,0.2881599962711334,0.5204244256019592
151,8,11,0.14039580523967743,0.4922594726085663
152,8,12,0.45102831721305847,0.5456454157829285
153,8,13,0.21516136825084686,0.4582337439060211
154,8,14,0.253693550825119,0.47090041637420654
155,8,15,0.25153815746307373,0.5206556916236877
156,8,16,0.2906472384929657,0.5134377479553223
157,8,17,0.3912225663661957,0.5076483488082886
158,8,18,0.20711426436901093,0.48262664675712585
159,8,19,0.2754330337047577,0.4413246512413025
160,8,20,0.28390955924987793,0.465533047914505
161,9,1,0.3377683758735657,0.7956370115280151
162,9,2,0.2812206447124481,0.8229645490646362
163,9,3,0.2916162610054016,0.7317224144935608
164,9,4,0.2786598801612854,0.7516072988510132
165,9,5,0.27557337284088135,0.7816961407661438
166,9,6,0.45230698585510254,0.8238184452056885
167,9,7,0.33925682306289673,0.8063439130783081
168,9,8,0.30741921067237854,0.8402790427207947
169,9,9,0.3565780520439148,0.8516495227813721
170,9,10,0.31823617219924927,0.8557679653167725
171,9,11,0.3308102488517761,0.9096698760986328
172,9,12,0.3271059989929199,0.8871582746505737
173,9,13,0.36511436104774475,0.9429842233657837
174,9,14,0.4157727360725403,0.9786791801452637
