condition_id,mae
7,0.233726701014673
8,0.10733330238644036
10,0.040176212878548445
11,0.034280712741205165
9,0.029956427133284193
1,0.028332750439736046
4,0.027471612557484707
14,0.025809327189765814
12,0.02276642207360249
13,0.017842299589902577
6,0.017753228338695297
16,0.017168660844882902
2,0.01657511929708213
3,0.01635760753985038
15,0.01625252760576292
5,0.011875925532429313
