model,config,seed,fold,repeat,mae,mse,r2
ResNetAECNN,ae_spec,45,0,0,0.014945653267204762,0.0002615895646158606,-6.016969203948975
ResNetAECNN,ae_spec,45,1,0,0.00895562581717968,0.0001194657088490203,-5.339351177215576
ResNetAECNN,ae_spec,45,2,0,0.008144567720592022,9.947334183380008e-05,0.026545345783233643
ResNetAECNN,ae_spec,45,3,0,0.007657298352569342,8.397865167353302e-05,0.26409149169921875
ResNetAECNN,ae_spec,45,4,0,0.006885184440761805,7.09085215930827e-05,-1.3886511325836182
ResNetAECNN,ae_spec,45,5,0,0.006635644473135471,5.6244538427563384e-05,-0.078682541847229
ResNetAECNN,ae_spec,45,6,0,0.260476291179657,0.0680694505572319,-392.64447021484375
ResNetAECNN,ae_spec,45,7,0,0.08831559121608734,0.008248396217823029,-67.77303314208984
ResNetAECNN,ae_spec,45,8,0,0.03963574767112732,0.0017395487520843744,-22.816028594970703
ResNetAECNN,ae_spec,45,9,0,0.016977274790406227,0.0003689331060741097,-5.112575531005859
ResNetAECNN,ae_spec,45,10,0,0.00854325108230114,8.871669706422836e-05,-2.2691421508789062
ResNetAECNN,ae_spec,45,11,0,0.015169803984463215,0.00033574324334040284,-4.5208210945129395
ResNetAECNN,ae_spec,45,12,0,0.0126346992328763,0.00019809261721093208,-2.458416700363159
ResNetAECNN,ae_spec,45,13,0,0.04284371808171272,0.0022022684570401907,-102.20101165771484
ResNetAECNN,ae_spec,45,14,0,0.020177001133561134,0.00044246186735108495,-12.333428382873535
ResNetAECNN,ae_spec,45,15,0,0.0070947869680821896,8.363027882296592e-05,-0.6043752431869507
