model,config,seed,fold,repeat,mae,mse,r2
ResNetAECNN,ae_spec,42,0,0,0.03482082486152649,0.00205980078317225,-54.252811431884766
ResNetAECNN,ae_spec,42,1,0,0.008014923892915249,9.223378583556041e-05,-3.8943114280700684
ResNetAECNN,ae_spec,42,2,0,0.013340575620532036,0.00021883244335185736,-1.1415131092071533
ResNetAECNN,ae_spec,42,3,0,0.010200764052569866,0.0001798409502953291,-0.5759540796279907
ResNetAECNN,ae_spec,42,4,0,0.014265316538512707,0.00023115477233659476,-6.78676700592041
ResNetAECNN,ae_spec,42,5,0,0.006504863500595093,7.100820948835462e-05,-0.36182665824890137
ResNetAECNN,ae_spec,42,6,0,0.23535212874412537,0.05564152076840401,-320.7739562988281
ResNetAECNN,ae_spec,42,7,0,0.1279866248369217,0.017197178676724434,-142.38571166992188
ResNetAECNN,ae_spec,42,8,0,0.00880380254238844,9.715332998894155e-05,-0.3301187753677368
ResNetAECNN,ae_spec,42,9,0,0.018787182867527008,0.0004429686232469976,-6.33921480178833
ResNetAECNN,ae_spec,42,10,0,0.018450072035193443,0.0005036082584410906,-17.55757713317871
ResNetAECNN,ae_spec,42,11,0,0.07073856890201569,0.0053972238674759865,-87.74967956542969
ResNetAECNN,ae_spec,42,12,0,0.005615768488496542,6.274114275583997e-05,-0.09537160396575928
ResNetAECNN,ae_spec,42,13,0,0.005107086151838303,4.3874017137568444e-05,-1.055990219116211
ResNetAECNN,ae_spec,42,14,0,0.017112836241722107,0.00045686610974371433,-12.767495155334473
ResNetAECNN,ae_spec,42,15,0,0.013607420027256012,0.0002621144521981478,-4.028440952301025
