model,config,seed,fold,repeat,mae,mse,r2
ResNetFusion,ae_spec+vib_spec+physics,46,0,0,0.008747990243136883,0.00010416866280138493,-1.7942564487457275
ResNetFusion,ae_spec+vib_spec+physics,46,1,0,0.09540315717458725,0.011161566711962223,-591.279541015625
ResNetFusion,ae_spec+vib_spec+physics,46,2,0,0.012113964185118675,0.00019495842570904642,-0.9078798294067383
ResNetFusion,ae_spec+vib_spec+physics,46,3,0,0.01370026171207428,0.0003063577169086784,-1.6846258640289307
ResNetFusion,ae_spec+vib_spec+physics,46,4,0,0.005704608280211687,5.23190938110929e-05,-0.7624408006668091
ResNetFusion,ae_spec+vib_spec+physics,46,5,0,0.022783447057008743,0.0005743144429288805,-10.014455795288086
ResNetFusion,ae_spec+vib_spec+physics,46,6,0,0.24028821289539337,0.05806424096226692,-334.7845153808594
ResNetFusion,ae_spec+vib_spec+physics,46,7,0,0.1483960598707199,0.02214064635336399,-183.60308837890625
ResNetFusion,ae_spec+vib_spec+physics,46,8,0,0.021771155297756195,0.0005817655473947525,-6.964907646179199
ResNetFusion,ae_spec+vib_spec+physics,46,9,0,0.01948191411793232,0.0005034939968027174,-7.342013359069824
ResNetFusion,ae_spec+vib_spec+physics,46,10,0,0.013330802321434021,0.00020917113579344004,-6.7077956199646
ResNetFusion,ae_spec+vib_spec+physics,46,11,0,0.011636344715952873,0.0002552855294197798,-3.197807788848877
ResNetFusion,ae_spec+vib_spec+physics,46,12,0,0.005819602869451046,5.04443196405191e-05,0.11931359767913818
ResNetFusion,ae_spec+vib_spec+physics,46,13,0,0.043833259493112564,0.0020620182622224092,-95.62870788574219
ResNetFusion,ae_spec+vib_spec+physics,46,14,0,0.034783802926540375,0.001241197227500379,-36.40303039550781
ResNetFusion,ae_spec+vib_spec+physics,46,15,0,0.03710446134209633,0.0017590444767847657,-32.745758056640625
