model,config,seed,fold,repeat,mae,mse,r2
ResNetFusion,ae_spec+vib_spec+physics,44,0,0,0.00956205278635025,0.00011906889267265797,-2.1939454078674316
ResNetFusion,ae_spec+vib_spec+physics,44,1,0,0.004312214441597462,2.9262082534842193e-05,-0.5527688264846802
ResNetFusion,ae_spec+vib_spec+physics,44,2,0,0.009177546948194504,0.00011415268818382174,-0.11710798740386963
ResNetFusion,ae_spec+vib_spec+physics,44,3,0,0.011777917854487896,0.00016946694813668728,-0.4850461483001709
ResNetFusion,ae_spec+vib_spec+physics,44,4,0,0.00779698183760047,8.706333755981177e-05,-1.9328484535217285
ResNetFusion,ae_spec+vib_spec+physics,44,5,0,0.023827020078897476,0.0006299327942542732,-11.08112907409668
ResNetFusion,ae_spec+vib_spec+physics,44,6,0,0.21285812556743622,0.047471784055233,-273.5285339355469
ResNetFusion,ae_spec+vib_spec+physics,44,7,0,0.13713672757148743,0.01894945092499256,-156.99571228027344
ResNetFusion,ae_spec+vib_spec+physics,44,8,0,0.02293325960636139,0.0009231350268237293,-11.638570785522461
ResNetFusion,ae_spec+vib_spec+physics,44,9,0,0.009456816129386425,0.00011435039050411433,-0.8945857286453247
ResNetFusion,ae_spec+vib_spec+physics,44,10,0,0.03175080195069313,0.001044858479872346,-37.50223159790039
ResNetFusion,ae_spec+vib_spec+physics,44,11,0,0.00763722276315093,9.930106170941144e-05,-0.6328649520874023
ResNetFusion,ae_spec+vib_spec+physics,44,12,0,0.01812015101313591,0.0005261534242890775,-8.185894966125488
ResNetFusion,ae_spec+vib_spec+physics,44,13,0,0.07816356420516968,0.00637620035558939,-297.79656982421875
ResNetFusion,ae_spec+vib_spec+physics,44,14,0,0.02514306828379631,0.0006536389118991792,-18.697172164916992
ResNetFusion,ae_spec+vib_spec+physics,44,15,0,0.014496967196464539,0.0002675530849955976,-4.132776737213135
