model,config,seed,fold,repeat,mae,mse,r2
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,0,0,0.025485550984740257,0.0007115591433830559,-18.087108612060547
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,1,0,0.004648909438401461,3.393754013814032e-05,-0.8008681535720825
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,2,0,0.009026475250720978,0.00011349668784532696,-0.11068832874298096
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,3,0,0.06428737938404083,0.00519643584266305,-44.536590576171875
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,4,0,0.004872667603194714,3.935440327040851e-05,-0.3257073163986206
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,5,0,0.016867831349372864,0.0003478824801277369,-5.671844005584717
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,6,0,0.26165908575057983,0.06869558990001678,-396.2654113769531
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,7,0,0.11528867483139038,0.01353375893086195,-111.84104919433594
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,8,0,0.012618673965334892,0.00022008437372278422,-2.0131583213806152
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,9,0,0.014691611751914024,0.00032557567465119064,-4.394218921661377
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,10,0,0.004791357554495335,3.466538692009635e-05,-0.2773928642272949
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,11,0,0.010001419112086296,0.00015200796769931912,-1.4995551109313965
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,12,0,0.009691916406154633,0.00011055632785428315,-0.930156946182251
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,13,0,0.005224777851253748,4.5295226300368086e-05,-1.1225900650024414
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,14,0,0.08648303151130676,0.0075384946539998055,-226.16981506347656
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,45,15,0,0.016471736133098602,0.0003972581180278212,-6.621056079864502
