model,config,seed,fold,repeat,mae,mse,r2
ResNetAECNN,ae_spec,43,0,0,0.011292645707726479,0.00018040680151898414,-3.839294910430908
ResNetAECNN,ae_spec,43,1,0,0.012393854558467865,0.0002097033429890871,-10.127738952636719
ResNetAECNN,ae_spec,43,2,0,0.014628777280449867,0.0003930209786631167,-2.846137046813965
ResNetAECNN,ae_spec,43,3,0,0.007757405750453472,8.608875941717997e-05,0.24560046195983887
ResNetAECNN,ae_spec,43,4,0,0.03918992727994919,0.0015918957069516182,-52.62520217895508
ResNetAECNN,ae_spec,43,5,0,0.01189278345555067,0.00018549186643213034,-2.5574448108673096
ResNetAECNN,ae_spec,43,6,0,0.2617148756980896,0.06873773038387299,-396.50909423828125
ResNetAECNN,ae_spec,43,7,0,0.13529103994369507,0.01944780722260475,-161.15087890625
ResNetAECNN,ae_spec,43,8,0,0.08563336730003357,0.007855520583689213,-106.54933166503906
ResNetAECNN,ae_spec,43,9,0,0.06941196322441101,0.005313354544341564,-87.03297424316406
ResNetAECNN,ae_spec,43,10,0,0.03666960448026657,0.0017030593007802963,-61.75642776489258
ResNetAECNN,ae_spec,43,11,0,0.040595512837171555,0.0026301501784473658,-42.24908447265625
ResNetAECNN,ae_spec,43,12,0,0.011543955653905869,0.00016330448852386326,-1.8510653972625732
ResNetAECNN,ae_spec,43,13,0,0.008288106881082058,0.00016787272761575878,-6.866722583770752
ResNetAECNN,ae_spec,43,14,0,0.008163576014339924,9.53479902818799e-05,-1.873277187347412
ResNetAECNN,ae_spec,43,15,0,0.005297326948493719,6.127557571744546e-05,-0.17551934719085693
