model,config,seed,fold,repeat,mae,mse,r2
ResNetFusion,ae_spec+vib_spec+physics,45,0,0,0.0136088402941823,0.00024204463989008218,-5.49268913269043
ResNetFusion,ae_spec+vib_spec+physics,45,1,0,0.027248520404100418,0.0009808209724724293,-51.04647445678711
ResNetFusion,ae_spec+vib_spec+physics,45,2,0,0.025249138474464417,0.0008759752963669598,-7.572369575500488
ResNetFusion,ae_spec+vib_spec+physics,45,3,0,0.1667359173297882,0.02923305705189705,-255.1705322265625
ResNetFusion,ae_spec+vib_spec+physics,45,4,0,0.026336276903748512,0.0009076258866116405,-29.574628829956055
ResNetFusion,ae_spec+vib_spec+physics,45,5,0,0.057228993624448776,0.0036098535638302565,-68.23136138916016
ResNetFusion,ae_spec+vib_spec+physics,45,6,0,0.22716934978961945,0.053396858274936676,-307.7931213378906
ResNetFusion,ae_spec+vib_spec+physics,45,7,0,0.13399150967597961,0.018138600513339043,-150.23504638671875
ResNetFusion,ae_spec+vib_spec+physics,45,8,0,0.010607300326228142,0.00018796452786773443,-1.5734078884124756
ResNetFusion,ae_spec+vib_spec+physics,45,9,0,0.008760502561926842,9.380675328429788e-05,-0.5542136430740356
ResNetFusion,ae_spec+vib_spec+physics,45,10,0,0.0233424361795187,0.0005782785592600703,-20.309120178222656
ResNetFusion,ae_spec+vib_spec+physics,45,11,0,0.007469606585800648,7.321879093069583e-05,-0.2039790153503418
ResNetFusion,ae_spec+vib_spec+physics,45,12,0,0.006234273314476013,5.050408071838319e-05,0.11827021837234497
ResNetFusion,ae_spec+vib_spec+physics,45,13,0,0.01123005896806717,0.0001806449145078659,-7.465242385864258
ResNetFusion,ae_spec+vib_spec+physics,45,14,0,0.023999325931072235,0.0006352424388751388,-18.14280128479004
ResNetFusion,ae_spec+vib_spec+physics,45,15,0,0.009234452620148659,0.00013399450108408928,-1.5705695152282715
