model,config,seed,fold,repeat,mae,mse,r2
ResNetFusion,ae_spec+vib_spec+physics,42,0,0,0.017192894592881203,0.0003498688747640699,-8.385004043579102
ResNetFusion,ae_spec+vib_spec+physics,42,1,0,0.00668329605832696,5.674646672559902e-05,-2.0112054347991943
ResNetFusion,ae_spec+vib_spec+physics,42,2,0,0.007382546551525593,7.587561412947252e-05,0.25747472047805786
ResNetFusion,ae_spec+vib_spec+physics,42,3,0,0.02337040938436985,0.0006986575317569077,-5.122365951538086
ResNetFusion,ae_spec+vib_spec+physics,42,4,0,0.004191689193248749,3.5939552617492154e-05,-0.21067333221435547
ResNetFusion,ae_spec+vib_spec+physics,42,5,0,0.0060562314465641975,5.75604681216646e-05,-0.10391998291015625
ResNetFusion,ae_spec+vib_spec+physics,42,6,0,0.22598977386951447,0.05385177582502365,-310.4239196777344
ResNetFusion,ae_spec+vib_spec+physics,42,7,0,0.10986977815628052,0.012332724407315254,-101.8271255493164
ResNetFusion,ae_spec+vib_spec+physics,42,8,0,0.03573885187506676,0.002405330538749695,-31.931198120117188
ResNetFusion,ae_spec+vib_spec+physics,42,9,0,0.006704749073833227,6.8103545345366e-05,-0.1283564567565918
ResNetFusion,ae_spec+vib_spec+physics,42,10,0,0.01682344079017639,0.0003202621010132134,-10.801412582397461
ResNetFusion,ae_spec+vib_spec+physics,42,11,0,0.016261402517557144,0.0005270437686704099,-7.666486740112305
ResNetFusion,ae_spec+vib_spec+physics,42,12,0,0.028353065252304077,0.000867007183842361,-14.13671875
ResNetFusion,ae_spec+vib_spec+physics,42,13,0,0.01226172037422657,0.00019774018437601626,-8.266347885131836
ResNetFusion,ae_spec+vib_spec+physics,42,14,0,0.05987861007452011,0.004286176525056362,-128.16238403320312
ResNetFusion,ae_spec+vib_spec+physics,42,15,0,0.01379452459514141,0.000259398075286299,-3.9763293266296387
