model,config,seed,fold,repeat,mae,mse,r2
ChannelAttentionCNN,ae_spec,42,0,0,0.006502010393887758,7.082522643031552e-05,-0.8998404741287231
ChannelAttentionCNN,ae_spec,42,1,0,0.011453166604042053,0.00015228170377667993,-7.080705642700195
ChannelAttentionCNN,ae_spec,42,2,0,0.013540742918848991,0.00021387950982898474,-1.093043327331543
ChannelAttentionCNN,ae_spec,42,3,0,0.02240247279405594,0.0005836700438521802,-4.1147260665893555
ChannelAttentionCNN,ae_spec,42,4,0,0.008755114860832691,9.20911697903648e-05,-2.10221791267395
ChannelAttentionCNN,ae_spec,42,5,0,0.011628248728811741,0.00018489695503376424,-2.5460352897644043
ChannelAttentionCNN,ae_spec,42,6,0,0.26080358028411865,0.06832640618085861,-394.13043212890625
ChannelAttentionCNN,ae_spec,42,7,0,0.11427166312932968,0.013361940160393715,-110.40846252441406
ChannelAttentionCNN,ae_spec,42,8,0,0.08531548082828522,0.007414898835122585,-100.51681518554688
ChannelAttentionCNN,ae_spec,42,9,0,0.06016956642270088,0.004004172049462795,-65.34211730957031
ChannelAttentionCNN,ae_spec,42,10,0,0.01687971130013466,0.00033874993096105754,-11.482674598693848
ChannelAttentionCNN,ae_spec,42,11,0,0.09529925882816315,0.009245062246918678,-151.02191162109375
ChannelAttentionCNN,ae_spec,42,12,0,0.03674469143152237,0.0015108662191778421,-25.377586364746094
ChannelAttentionCNN,ae_spec,42,13,0,0.031032469123601913,0.0010663833236321807,-48.9720344543457
ChannelAttentionCNN,ae_spec,42,14,0,0.01690509542822838,0.0003774065407924354,-10.37300968170166
ChannelAttentionCNN,ae_spec,42,15,0,0.013321906328201294,0.0002500907867215574,-3.7977771759033203
