model,config,seed,fold,repeat,mae,mse,r2
ResNetVibCNN,vib_spec,46,0,0,0.006959096994251013,6.335766374832019e-05,-0.6995280981063843
ResNetVibCNN,vib_spec,46,1,0,0.01930389739573002,0.0006485181511379778,-33.413089752197266
ResNetVibCNN,vib_spec,46,2,0,0.018667807802557945,0.000532032223418355,-4.206512928009033
ResNetVibCNN,vib_spec,46,3,0,0.03065468929708004,0.0014977718237787485,-12.125040054321289
ResNetVibCNN,vib_spec,46,4,0,0.012863362208008766,0.00025453203124925494,-7.574262619018555
ResNetVibCNN,vib_spec,46,5,0,0.03706991672515869,0.0017177769914269447,-31.944286346435547
ResNetVibCNN,vib_spec,46,6,0,0.1972978264093399,0.04207852855324745,-242.3394012451172
ResNetVibCNN,vib_spec,46,7,0,0.10934575647115707,0.012136200442910194,-100.18855285644531
ResNetVibCNN,vib_spec,46,8,0,0.07940061390399933,0.009413561783730984,-127.88035583496094
ResNetVibCNN,vib_spec,46,9,0,0.011181546375155449,0.0001556469505885616,-1.5787973403930664
ResNetVibCNN,vib_spec,46,10,0,0.012960952706634998,0.00019890903786290437,-6.329645156860352
ResNetVibCNN,vib_spec,46,11,0,0.008912287652492523,0.0001345727068837732,-1.2128572463989258
ResNetVibCNN,vib_spec,46,12,0,0.005203252658247948,4.859628825215623e-05,0.15157759189605713
ResNetVibCNN,vib_spec,46,13,0,0.017267707735300064,0.000371646077837795,-16.41579246520996
ResNetVibCNN,vib_spec,46,14,0,0.015742268413305283,0.00028298114193603396,-7.527534484863281
ResNetVibCNN,vib_spec,46,15,0,0.007709413766860962,9.542845509713516e-05,-0.8307130336761475
