model,config,seed,fold,repeat,mae,mse,r2
ResNetVibCNN,vib_spec,44,0,0,0.006734003312885761,7.096041372278705e-05,-0.9034668207168579
ResNetVibCNN,vib_spec,44,1,0,0.008055729791522026,9.381002018926665e-05,-3.9779529571533203
ResNetVibCNN,vib_spec,44,2,0,0.01055918075144291,0.0001446892856620252,-0.41594183444976807
ResNetVibCNN,vib_spec,44,3,0,0.12999893724918365,0.019373424351215363,-168.77015686035156
ResNetVibCNN,vib_spec,44,4,0,0.013211222365498543,0.00023392583534587175,-6.8801140785217285
ResNetVibCNN,vib_spec,44,5,0,0.011404190212488174,0.00019379041623324156,-2.7165980339050293
ResNetVibCNN,vib_spec,44,6,0,0.17985107004642487,0.03503654524683952,-201.61573791503906
ResNetVibCNN,vib_spec,44,7,0,0.10754962265491486,0.011804083362221718,-97.4194564819336
ResNetVibCNN,vib_spec,44,8,0,0.031268853694200516,0.0015766980359330773,-20.58645248413086
ResNetVibCNN,vib_spec,44,9,0,0.013948602601885796,0.0002567717747297138,-3.254258632659912
ResNetVibCNN,vib_spec,44,10,0,0.010050530545413494,0.0001292132365051657,-3.761408805847168
ResNetVibCNN,vib_spec,44,11,0,0.010052675381302834,0.0001824369974201545,-1.9999175071716309
ResNetVibCNN,vib_spec,44,12,0,0.015159105882048607,0.00028875464340671897,-4.041247844696045
ResNetVibCNN,vib_spec,44,13,0,0.10359597206115723,0.011730586178600788,-548.7096557617188
ResNetVibCNN,vib_spec,44,14,0,0.032744769006967545,0.0011113742366433144,-32.49085998535156
ResNetVibCNN,vib_spec,44,15,0,0.021064111962914467,0.0005292336572892964,-9.15289306640625
