condition_id,y_true,y_pred_deterministic,y_pred,y_std,lower,upper,covered,abs_error,interval_width,checkpoint,checkpoint_sha256,fold
6,0.0954,0.09441517,0.094542846,0.009326558,0.076262794,0.1128229,True,0.00085715204,0.036560103,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0992,0.09467689,0.09478609,0.0078033498,0.079491526,0.11008066,True,0.00441391,0.030589134,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0964,0.0963766,0.09543095,0.007780964,0.08018026,0.11068164,True,0.0009690523,0.03050138,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0908,0.094412945,0.09583595,0.0071824593,0.08175833,0.109913565,True,0.0050359443,0.028155237,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.098,0.0929792,0.09200546,0.00887402,0.07461238,0.109398544,True,0.005994536,0.034786165,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0838,0.0933902,0.091461584,0.008624782,0.074557014,0.108366154,True,0.007661581,0.03380914,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0846,0.094406344,0.09310147,0.007173385,0.07904164,0.107161306,True,0.00850147,0.028119668,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0872,0.09399032,0.09431031,0.007599279,0.07941572,0.1092049,True,0.0071103126,0.02978918,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0862,0.09387697,0.09434492,0.0067912955,0.08103398,0.10765586,True,0.008144923,0.026621878,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0886,0.09423493,0.09492891,0.009288921,0.07672263,0.113135196,True,0.0063289106,0.036412567,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0834,0.0957469,0.09607675,0.0086839525,0.0790562,0.113097295,True,0.012676746,0.03404109,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.079,0.09499787,0.09491908,0.0073001357,0.08061081,0.109227344,False,0.015919074,0.028616533,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0858,0.093379766,0.09257307,0.010670649,0.0716586,0.11348754,True,0.0067730695,0.041828945,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0862,0.09669471,0.09688402,0.007955331,0.08129157,0.11247647,True,0.010684021,0.031184897,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
6,0.0782,0.09528829,0.09276557,0.0074068615,0.07824812,0.10728302,False,0.014565572,0.029034898,checkpoints/ResNetVibCNN_vib_spec_fold5_repeat0.pt,15df5705d44ed36baa9cc6eba49bb25988d7c6f63acd999b8785a543f0ad74d4,5
7,0.3806,0.094313964,0.093943655,0.0033628845,0.0873524,0.10053491,False,0.28665635,0.013182506,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.377,0.09948347,0.101281635,0.005200678,0.09108831,0.11147496,False,0.27571836,0.020386651,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3674,0.118152305,0.119947225,0.011036128,0.098316416,0.14157803,False,0.24745277,0.043261617,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3644,0.10137568,0.10322666,0.006191011,0.09109228,0.11536104,False,0.26117334,0.024268761,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3676,0.13935874,0.13922134,0.016547984,0.106787294,0.17165539,False,0.22837865,0.06486809,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.363,0.09558027,0.09627897,0.0048035025,0.08686411,0.10569384,False,0.26672104,0.018829733,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3622,0.10046153,0.10300981,0.00807443,0.08718393,0.118835695,False,0.25919017,0.031651765,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3562,0.10124072,0.10355213,0.00798705,0.08789751,0.11920676,False,0.25264788,0.031309247,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3548,0.08162777,0.08082571,0.0051732874,0.070686065,0.09096535,False,0.27397427,0.020279288,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.35279998,0.08593993,0.08659614,0.0051956167,0.07641273,0.09677955,False,0.26620385,0.020366818,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3496,0.10092329,0.10526262,0.015682414,0.07452509,0.13600016,False,0.24433737,0.06147507,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3496,0.106206074,0.105110995,0.015727589,0.07428492,0.13593706,False,0.24448898,0.061652146,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3564,0.0840151,0.08587855,0.006300327,0.073529914,0.09822719,False,0.27052146,0.024697274,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.346,0.082437456,0.08303318,0.0061013284,0.071074575,0.09499179,False,0.2629668,0.023917213,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3376,0.14994761,0.14729655,0.018494677,0.111046985,0.18354611,False,0.19030344,0.072499126,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3366,0.08548575,0.0875023,0.006018972,0.07570512,0.09929948,False,0.2490977,0.023594365,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3458,0.10889958,0.11161592,0.017773231,0.07678038,0.14645146,False,0.23418409,0.06967108,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.33699998,0.10674711,0.11243104,0.01829408,0.076574646,0.14828745,False,0.22456893,0.0717128,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.33919996,0.16465488,0.16542035,0.023027178,0.12028708,0.21055362,False,0.1737796,0.09026653,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
7,0.3356,0.09494079,0.103614405,0.013143706,0.07785274,0.12937607,False,0.23198558,0.051523328,checkpoints/ResNetVibCNN_vib_spec_fold6_repeat0.pt,91e5bdfd395696ee598fa931853ab0947ddd8965beab5b61296766986a8cb25e,6
8,0.2578,0.17937823,0.1733166,0.018606897,0.13684708,0.20978612,False,0.084483415,0.07293904,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2592,0.2151655,0.20800807,0.023501191,0.16194573,0.2540704,False,0.05119194,0.09212467,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2534,0.165912,0.15938056,0.0150632635,0.12985656,0.18890455,False,0.09401944,0.059047997,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2526,0.16260073,0.16018856,0.015351088,0.13010043,0.19027668,False,0.09241146,0.060176253,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2438,0.12509686,0.12386931,0.007917998,0.10835003,0.13938859,False,0.11993069,0.03103856,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2334,0.21956418,0.21217108,0.017701598,0.17747594,0.24686621,True,0.021228924,0.06939027,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.241,0.117118575,0.11358836,0.008719835,0.09649748,0.13067923,False,0.12741163,0.03418175,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2466,0.17894436,0.1769945,0.015646402,0.14632756,0.20766145,False,0.0696055,0.061333895,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2434,0.13750833,0.13198024,0.012478259,0.10752285,0.15643764,False,0.11141975,0.048914783,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2594,0.16792314,0.16504131,0.016771311,0.13216954,0.19791308,False,0.0943587,0.065743536,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.247,0.118134126,0.11739465,0.009575479,0.09862671,0.13616258,False,0.12960535,0.03753587,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2302,0.21023256,0.20368609,0.016505655,0.17133501,0.23603716,True,0.026513904,0.06470215,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2434,0.11958396,0.11716804,0.009005742,0.09951679,0.1348193,False,0.12623195,0.035302512,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2352,0.14286558,0.14444493,0.013853051,0.11729295,0.17159691,False,0.090755075,0.054303966,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.237,0.14745237,0.14478669,0.013705065,0.11792476,0.1716486,False,0.09221332,0.05372385,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2398,0.14765666,0.14790776,0.013009878,0.122408405,0.17340712,False,0.09189224,0.050998718,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2232,0.16640973,0.16313797,0.016612135,0.13057819,0.19569775,False,0.06006202,0.065119565,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2296,0.12632287,0.12735325,0.010840846,0.10610519,0.14860131,False,0.10224675,0.042496115,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2232,0.14574735,0.14549747,0.011663868,0.12263629,0.16835865,False,0.07770252,0.045722365,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
8,0.2316,0.14677946,0.14141835,0.012887944,0.11615798,0.16667873,False,0.09018165,0.050520748,checkpoints/ResNetVibCNN_vib_spec_fold7_repeat0.pt,a73a6fd4e20cbb97eaf37a2cc21769acef224c74541cafdb3266bf163e6523ca,7
9,0.096,0.10315552,0.104969084,0.010349755,0.08468357,0.1252546,True,0.008969083,0.040571034,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0998,0.12882413,0.13446108,0.019834306,0.09558584,0.17333631,True,0.034661077,0.077750474,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.094,0.105683,0.11156056,0.012790579,0.086491026,0.1366301,True,0.017560564,0.050139077,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0954,0.1116582,0.11919822,0.014943138,0.089909665,0.14848676,True,0.02379822,0.058577098,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.096,0.12105863,0.123303674,0.013527907,0.09678897,0.14981838,False,0.027303673,0.053029403,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0966,0.13654062,0.13955238,0.01852067,0.103251874,0.1758529,False,0.04295238,0.07260102,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0842,0.14672433,0.15455006,0.018382464,0.11852043,0.19057968,False,0.07035006,0.07205925,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.085,0.14778529,0.14869311,0.022739012,0.10412465,0.19326158,False,0.06369311,0.08913693,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0866,0.20127243,0.1982052,0.031612903,0.13624391,0.2601665,False,0.111605205,0.12392259,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0824,0.17549393,0.17985857,0.024139255,0.13254562,0.22717151,False,0.097458564,0.09462589,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.078,0.18789461,0.19489284,0.026640637,0.14267719,0.24710849,False,0.11689284,0.1044313,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.081,0.19519442,0.20104387,0.031415083,0.13947031,0.26261744,False,0.120043874,0.12314713,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0814,0.16256262,0.16763651,0.02515176,0.11833906,0.21693397,False,0.086236514,0.098594904,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0746,0.18048823,0.1862272,0.02882146,0.12973714,0.24271727,False,0.1116272,0.11298013,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0774,0.15999225,0.16017905,0.025014456,0.11115071,0.20920739,False,0.08277905,0.098056674,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0826,0.214546,0.22042117,0.029755352,0.16210067,0.27874166,False,0.13782117,0.116640985,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0726,0.18591405,0.18681344,0.0283947,0.13115983,0.24246706,False,0.114213444,0.11130723,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0774,0.15979747,0.16384329,0.022457166,0.11982724,0.20785934,False,0.08644329,0.0880321,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.074,0.23111087,0.22944513,0.036671676,0.15756863,0.30132163,False,0.15544513,0.14375299,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
9,0.0756,0.20844235,0.21252175,0.027546208,0.15853117,0.2665123,False,0.13692175,0.10798113,checkpoints/ResNetVibCNN_vib_spec_fold8_repeat0.pt,7b3a8ef941daf7062aca16ef69ca3bb36705d02083e69ccac3e38775c9eba827,8
10,0.0978,0.09390854,0.09400074,0.0051182806,0.08396891,0.104032576,True,0.0037992597,0.020063668,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.089,0.093084484,0.09314707,0.0065140068,0.08037961,0.105914526,True,0.0041470677,0.025534913,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0944,0.09341885,0.09185657,0.005946931,0.08020058,0.103512555,True,0.0025434345,0.023311973,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.076,0.092866845,0.094232894,0.0063795843,0.081728905,0.10673688,False,0.018232897,0.025007978,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.08240001,0.093691595,0.0949519,0.006238137,0.08272515,0.10717864,False,0.012551889,0.024453491,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.085,0.09359976,0.094535515,0.006341283,0.0821066,0.10696443,True,0.009535514,0.024857834,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0786,0.093023814,0.093145095,0.0063022794,0.08079263,0.10549756,False,0.014545098,0.024704933,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0736,0.09318351,0.0937766,0.006453619,0.08112751,0.10642569,False,0.020176597,0.025298178,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0794,0.09316494,0.09351143,0.006552688,0.08066817,0.1063547,False,0.014111429,0.025686532,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0776,0.093000285,0.094616026,0.006664743,0.08155313,0.10767892,False,0.017016023,0.026125789,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.07,0.093360834,0.09298606,0.005832939,0.081553504,0.10441862,False,0.022986062,0.022865117,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.076,0.092743754,0.09334335,0.006396936,0.080805354,0.10588134,False,0.01734335,0.025075987,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.078,0.0930055,0.09545317,0.00600161,0.08369002,0.10721633,False,0.017453171,0.02352631,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0744,0.09302435,0.09330594,0.0065615224,0.08044536,0.10616652,False,0.018905938,0.025721163,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0738,0.09336613,0.09268653,0.0053240894,0.08225131,0.10312174,False,0.018886529,0.020870432,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.066,0.09332875,0.09338743,0.0056365686,0.082339756,0.10443511,False,0.027387433,0.022095352,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0732,0.09308804,0.09387675,0.0061248527,0.08187204,0.10588146,False,0.020676747,0.024009421,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0726,0.09320862,0.0943254,0.0058803884,0.08279984,0.105850965,False,0.021725401,0.023051128,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0732,0.09321025,0.09255763,0.0060296813,0.08073945,0.10437581,False,0.01935763,0.023636356,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
10,0.0742,0.0937458,0.09450447,0.0057948916,0.08314648,0.10586245,False,0.020304471,0.02271597,checkpoints/ResNetVibCNN_vib_spec_fold9_repeat0.pt,4e018fa1841037cd8dfaf434f0ba465a3c40dd77c1de3d4e7bc9276b332a0302,9
11,0.1136,0.089709185,0.08901497,0.0074348846,0.074442595,0.103587344,False,0.024585031,0.029144749,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1122,0.09193992,0.09354711,0.008559548,0.076770395,0.11032383,False,0.018652886,0.033553436,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.111,0.094582155,0.09732199,0.009272226,0.07914843,0.11549555,True,0.013678014,0.03634712,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1058,0.09230823,0.094541416,0.007006997,0.0808077,0.10827513,True,0.011258587,0.02746743,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1106,0.09327719,0.095691435,0.010389178,0.07532865,0.11605422,True,0.014908567,0.040725574,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1026,0.09175486,0.092900716,0.00871342,0.07582241,0.10997902,True,0.009699285,0.034156606,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1074,0.093454145,0.09663257,0.007870426,0.08120653,0.11205861,True,0.01076743,0.03085208,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.122,0.091313794,0.09350967,0.0077807372,0.07825942,0.10875991,False,0.028490335,0.030500486,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1002,0.09415455,0.09651896,0.00818322,0.08047985,0.112558074,True,0.0036810338,0.03207822,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1084,0.09387803,0.09621256,0.00971063,0.07717972,0.115245394,True,0.012187444,0.038065672,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
11,0.1108,0.091042586,0.09069535,0.0083091585,0.0744094,0.1069813,False,0.020104647,0.032571897,checkpoints/ResNetVibCNN_vib_spec_fold10_repeat0.pt,e4b46d41626f886a97ae7a8d7f35ca7dff391138c54a8e9ca336b3cdac0f7c5f,10
