fold,repeat,condition_id,y_true,y_pred,y_std,lower,upper,covered,abs_error,interval_width
1,0,2,0.09399999678134918,-0.39603087691007666,0.10865257088281656,-0.6089899158403971,-0.1830718379797562,False,0.49003087369142584,0.42591807786064084
1,0,2,0.09000000357627869,-0.4266092428706806,0.12373935269066648,-0.6691383741443868,-0.1840801115969743,False,0.5166092464469593,0.4850582625474125
1,0,2,0.08839999884366989,-0.40279502800504774,0.11693956317851413,-0.6319965718349354,-0.17359348417516005,False,0.49119502684871763,0.45840308765977533
1,0,2,0.08699999749660492,-0.4077547225304511,0.1240421924296698,-0.6508774196926039,-0.1646320253682983,False,0.494754720027056,0.48624539432430564
1,0,2,0.09019999951124191,-0.4614095372918704,0.126843377391984,-0.710022556980159,-0.21279651760358176,False,0.5516095368031123,0.4972260393765773
1,0,2,0.0828000009059906,-0.42587785581396664,0.11426688156880513,-0.6498409436888247,-0.2019147679391086,False,0.5086778567199572,0.44792617574971616
1,0,2,0.08560000360012054,-0.4302858531250135,0.12759577760113025,-0.6803735772232288,-0.18019812902679821,False,0.5158858567251341,0.5001754481964306
1,0,2,0.08659999817609787,-0.4510942286568487,0.11970060070775092,-0.6857074060440405,-0.2164810512696569,False,0.5376942268329465,0.46922635477438357
1,0,2,0.0803999975323677,-0.386651290584636,0.10037583800261972,-0.5833879330697707,-0.18991464809950134,False,0.4670512881170037,0.39347328497026934
1,0,2,0.08320000022649765,-0.47403860684524946,0.13072453508743928,-0.7302586956166304,-0.21781851807386848,False,0.5572386070717471,0.5124401775427618
1,0,2,0.08720000088214874,-0.39267459358766726,0.1253798062078439,-0.6384190137550413,-0.14693017342029324,False,0.479874594469816,0.49148884033474805
1,0,2,0.08399999886751175,-0.41982869682419655,0.10610724973183733,-0.6277989062985977,-0.2118584873497954,False,0.5038286956917083,0.4159404189488023
1,0,2,0.08919999748468399,-0.43228609169622145,0.11340403761359936,-0.6545580054188762,-0.2100141779735667,False,0.5214860891809054,0.4445438274453095
1,0,2,0.09399999678134918,-0.4384855926331282,0.1296033647816811,-0.6925081876052231,-0.18446299766103325,False,0.5324855894144773,0.5080451899441899
1,0,2,0.09220000356435776,-0.44527239754805564,0.13876224677661553,-0.7172464012302221,-0.1732983938658892,False,0.5374724011124135,0.5439480073643329
2,0,3,0.10520000010728836,-0.3999803125425466,0.1225637394014652,-0.6402052417694184,-0.15975538331567485,False,0.505180312649835,0.48044985845374355
2,0,3,0.10440000146627426,-0.42203195805772686,0.1026450339184658,-0.6232162245379198,-0.2208476915775339,False,0.5264319595240011,0.4023685329603859
2,0,3,0.0997999981045723,-0.43512260993102925,0.09224050583580459,-0.6159140013692063,-0.25433121849285223,False,0.5349226080356015,0.36158278287635404
2,0,3,0.10379999876022339,-0.4189299734360059,0.09797704492079046,-0.6109649814807552,-0.22689496539125661,False,0.5227299721962293,0.38407001608949853
2,0,3,0.0997999981045723,-0.4572149683397207,0.09161509060813426,-0.6367805459316638,-0.27764939074777756,False,0.5570149664442929,0.3591311551838862
2,0,3,0.10119999945163727,-0.43085484028327214,0.09675511068077512,-0.6204948572175913,-0.24121482334895292,False,0.5320548397349094,0.3792800338686384
2,0,3,0.09640000015497208,-0.2668363425527082,0.69937341192567,-1.6376082299270216,1.103935544821605,True,0.3632363427076803,2.7415437747486266
2,0,3,0.09880000352859497,-0.35140506615908834,0.10930300182153802,-0.5656389497293028,-0.13717118258887384,False,0.4502050696876833,0.428467767140429
2,0,3,0.09279999881982803,-0.26866458396846604,0.7209133270862013,-1.6816547050574204,1.1443255371204883,True,0.3614645827882941,2.8259802421779088
2,0,3,0.09520000219345093,-0.4327331586532216,0.0898254016399381,-0.6087909458675003,-0.2566753714389429,False,0.5279331608466725,0.35211557442855734
2,0,3,0.09040000289678574,-0.4589638965948186,0.08065501551806119,-0.6170477270102186,-0.3008800661794187,False,0.5493638994916044,0.3161676608307999
2,0,3,0.08100000023841858,-0.3849833712175787,0.09400581000996672,-0.5692347588371135,-0.20073198359804392,False,0.4659833714559973,0.3685027752390696
2,0,3,0.08860000222921371,-0.40769989600030226,0.2630382585858153,-0.9232548828285003,0.10785509082789574,True,0.496299898229516,1.031109973656396
2,0,3,0.08640000224113464,-0.38196984644090326,0.10264843788699386,-0.5831607846994112,-0.18077890818239528,False,0.4683698486820379,0.40238187651701596
2,0,3,0.07940000295639038,-0.41710117985640793,0.10296772782870053,-0.618917926400661,-0.21528443331215488,False,0.4965011828127983,0.40363349308850616
2,0,3,0.07559999823570251,-0.42091816831347906,0.08285611763584413,-0.5833161588797335,-0.2585201777472246,False,0.49651816654918157,0.32479598113250896
2,0,3,0.07739999890327454,-0.43053032716685763,0.2601758909762093,-0.9404750734802279,0.07941441914651254,True,0.5079303260701322,1.0198894926267403
2,0,3,0.0812000036239624,-0.43744591114528875,0.08518015698458616,-0.6043990188350776,-0.27049280345549986,False,0.5186459147692511,0.33390621537957776
2,0,3,0.07479999959468842,-0.3843394690545846,0.5153709726197364,-1.3944665753892678,0.6257876372800987,True,0.459139468649273,2.0202542126693666
2,0,3,0.08160000294446945,-0.39634866414275116,0.10809931289447873,-0.6082233174159295,-0.18447401086957285,False,0.4779486670872206,0.4237493065463567
3,0,4,0.11900000274181366,-0.42642565483245704,0.1053319747012236,-0.6328763252468553,-0.21997498441805877,False,0.5454256575742706,0.4129013408287966
3,0,4,0.11620000004768372,-0.5269163102328585,0.11546435093881176,-0.7532264380729294,-0.3006061823927874,False,0.6431163102805422,0.452620255680142
3,0,4,0.10599999874830246,-0.4628204530348187,0.11778819019678873,-0.6936853058205246,-0.23195560024911283,False,0.5688204517831212,0.46172970557141174
3,0,4,0.1103999987244606,-0.47552656625733036,0.11531092108429153,-0.7015359715825418,-0.24951716093211898,False,0.585926564981791,0.4520188106504228
3,0,4,0.10719999670982361,-0.4735323790129201,0.1238773921652578,-0.7163320676568254,-0.23073269036901484,False,0.5807323757227437,0.4855993772878106
3,0,4,0.09880000352859497,-0.5657880343541739,0.09241978901849118,-0.7469308208304166,-0.3846452478779312,False,0.6645880378827689,0.3622855729524854
3,0,4,0.09459999948740005,-0.5122361454325359,0.11103025980055375,-0.7298554546416213,-0.2946168362234506,False,0.606836144919936,0.4352386184181707
3,0,4,0.0957999974489212,-0.5782260416315508,0.08726565783843251,-0.7492667309948785,-0.40718535226822306,False,0.674026039080472,0.34208137872665545
3,0,4,0.0982000008225441,-0.5060122059663626,0.10871605158729794,-0.7190956670774666,-0.29292874485525866,False,0.6042122067889067,0.426166922222208
3,0,4,0.09220000356435776,-0.48361595006929486,0.12023746992123308,-0.7192813911149116,-0.24795050902367805,False,0.5758159536336527,0.4713308820912336
3,0,4,0.09080000221729279,-0.5737258426430331,0.08056106102879138,-0.7316255222594641,-0.41582616302660197,False,0.6645258448603258,0.3157993592328621
3,0,4,0.08699999749660492,-0.5416067549218101,0.09465665499037798,-0.7271337987029509,-0.3560797111406693,False,0.628606752418415,0.37105408756228164
3,0,4,0.08160000294446945,-0.5627910119117427,0.09629982860948087,-0.7515386759863253,-0.3740433478371602,False,0.6443910148562122,0.3774953281491651
3,0,4,0.09139999747276306,-0.49536596505887664,0.11707494662191269,-0.7248328604378256,-0.26589906967992777,False,0.5867659625316397,0.4589337907578978
3,0,4,0.08799999952316284,-0.5395177553597859,0.09894000424377487,-0.7334401636775846,-0.34559534704198713,False,0.6275177548829487,0.38784481663559744
3,0,4,0.08479999750852585,-0.5397021504052357,0.09389777910733677,-0.7237417974556157,-0.35566250335485566,False,0.6245021479137616,0.36807929410076007
3,0,4,0.09200000017881393,-0.5421115043124274,0.10706831223379011,-0.7519653962906561,-0.33225761233419876,False,0.6341115044912413,0.4197077839564573
3,0,4,0.09139999747276306,-0.5407317586142307,0.10221849750381458,-0.7410800137217073,-0.34038350350675417,False,0.6321317560869938,0.4006965102149531
3,0,4,0.08579999953508377,-0.5269879260731178,0.11129318977965016,-0.7451225780412322,-0.3088532741050035,False,0.6127879256082016,0.43626930393622865
3,0,4,0.0812000036239624,-0.555729021369583,0.08964602745178721,-0.7314352351750859,-0.38002280756408013,False,0.6369290249935454,0.3514124276110058
4,0,5,0.10859999805688858,-0.31520766198919586,0.08658376469191396,-0.4849118407853472,-0.14550348319304449,False,0.42380766004608444,0.3394083575923027
4,0,5,0.10660000145435333,-0.34972860699768765,0.07470692347743293,-0.4961541770134562,-0.2033030369819191,False,0.456328608452041,0.2928511400315371
4,0,5,0.10679999738931656,-0.3096766417678507,0.09624389805773119,-0.4983146819610038,-0.12103860157469756,False,0.41647663915716726,0.3772760803863062
4,0,5,0.10159999877214432,-0.2985369950616523,0.09341870878848811,-0.481637664287089,-0.11543632583621563,False,0.40013699383379664,0.3662013384508733
4,0,5,0.09000000357627869,-0.258566805642138,0.2779628473469164,-0.8033739864420941,0.28624037515781814,True,0.3485668092184167,1.0896143615999123
4,0,5,0.09539999812841415,-0.29978856129420955,0.08469518104706762,-0.46579111614646207,-0.133786006441957,False,0.3951885594226237,0.33200510970450503
4,0,5,0.09300000220537186,-0.3041002015172618,0.07744518209745287,-0.45589275842826943,-0.15230764460625418,False,0.39710020372263366,0.30358511382201525
4,0,5,0.09040000289678574,-0.3341259749306081,0.10408229724732074,-0.5381272775353567,-0.13012467232585945,False,0.4245259778273938,0.40800260520949727
