condition_id,y_true,y_pred,y_std,lower,upper,covered,abs_error,interval_width,fold
12,0.0972,0.17003047,0.014865216,0.14089465,0.1991663,False,0.072830476,0.058271646,11
12,0.094,0.131356,0.0086887805,0.11432599,0.14838602,False,0.037356004,0.034060024,11
12,0.0866,0.13361117,0.0075549297,0.11880351,0.14841883,False,0.047011174,0.02961532,11
12,0.0864,0.14890471,0.013575489,0.12229675,0.17551267,False,0.06250471,0.05321592,11
12,0.0836,0.14748771,0.012209121,0.123557836,0.1714176,False,0.063887715,0.04785976,11
12,0.08,0.14294638,0.012129498,0.11917256,0.1667202,False,0.06294638,0.04754764,11
12,0.0796,0.16858643,0.014107458,0.14093581,0.19623706,False,0.088986434,0.05530125,11
12,0.0838,0.15251899,0.013856665,0.12535992,0.17967805,False,0.068718985,0.05431813,11
13,0.1062,0.08777031,0.009611795,0.06893119,0.106609434,True,0.01842969,0.03767824,12
13,0.103,0.08618491,0.0107842125,0.06504785,0.10732197,True,0.016815089,0.042274117,12
13,0.0994,0.082915284,0.010404586,0.06252229,0.103308275,True,0.016484715,0.040785983,12
13,0.1004,0.08190842,0.011482038,0.059403628,0.10441321,True,0.018491581,0.045009583,12
13,0.0902,0.08279973,0.010520164,0.062180214,0.10341925,True,0.007400267,0.041239038,12
13,0.089,0.08350487,0.010876762,0.062186416,0.10482332,True,0.005495131,0.042636905,12
13,0.092,0.08564254,0.012632456,0.060882926,0.11040215,True,0.006357461,0.049519226,12
13,0.0888,0.08109113,0.012271002,0.057039965,0.105142295,True,0.00770887,0.04810233,12
13,0.0846,0.083079435,0.011675608,0.060195245,0.105963625,True,0.0015205666,0.04576838,12
13,0.084,0.081114195,0.013224812,0.055193562,0.10703483,True,0.0028858036,0.05184127,12
13,0.0866,0.08153558,0.011228644,0.059527434,0.10354372,True,0.0050644204,0.044016287,12
13,0.0886,0.077936664,0.011110224,0.056160625,0.0997127,True,0.010663338,0.043552075,12
13,0.0832,0.08299735,0.012014364,0.059449196,0.10654551,True,0.00020264834,0.047096312,12
13,0.0836,0.07838343,0.014247839,0.050457664,0.1063092,True,0.0052165687,0.055851534,12
13,0.0818,0.08312852,0.012016237,0.059576694,0.10668035,True,0.0013285205,0.047103655,12
13,0.0868,0.08103088,0.011755508,0.057990085,0.10407168,True,0.0057691187,0.04608159,12
13,0.0786,0.08339603,0.011736622,0.060392253,0.10639981,True,0.0047960356,0.04600756,12
13,0.0782,0.07983844,0.014141374,0.052121345,0.10755554,True,0.0016384423,0.055434193,12
13,0.0884,0.08148904,0.013138464,0.055737652,0.10724043,True,0.0069109574,0.05150278,12
