bin_mean_std,bin_mean_abs_error,bin_coverage,n
0.004667915346875,0.0287924332115625,0.609375,64
0.00638953915,0.025683598009531246,0.59375,64
0.007867640279365078,0.02136550103203175,0.6984126984126984,63
0.0119217013984375,0.041714331250625,0.484375,64
0.0301377778125,0.10813232354687499,0.125,64
